Group,x,y,t,s
N,17.50292238,-395.7161855,0,1
N,22.9634344,-334.1817112,0,0
P,16.17219372,9.677926313,1,0
P,-25.69894528,-156.2599849,1,1
N,24.82371219,-331.729628,0,1
N,-7.677387183,-95.9268135,0,0
M,11.03936139,-245.6411802,0,0
M,13.14043988,-311.1440133,0,0
M,12.60893268,-489.3431277,0,0
P,-24.86361295,-138.9543963,1,0
N,3.349038228,-48.39810166,0,1
N,35.63044534,-456.8655718,0,0
P,24.16202677,-84.999138,1,1
P,65.55905425,-57.67941068,1,1
P,27.75777692,-45.43712777,1,1
O,-1.267962373,301.9650836,0,1
O,-20.79396618,51.41036684,0,1
N,23.40725716,-418.811653,0,0
M,19.21645972,-116.6146491,0,1
O,-10.4088648,284.3178922,0,0
P,21.4244402,-200.3410776,1,0
O,-20.83720254,55.99671525,0,1
M,22.19007366,-452.2936932,0,1
N,19.90414431,-462.5596822,0,1
P,2.956721809,18.59305949,1,0
N,24.63334094,-348.53867,0,0
O,-20.26294411,331.6500805,0,1
P,-4.833382145,-28.77205018,1,1
N,26.7455571,-384.5924815,0,0
P,37.49586774,-133.5330645,1,0
M,5.345761273,-247.6560849,0,0
O,6.998394333,276.0585278,0,1
N,24.1956738,-278.3141207,0,1
O,9.62104271,379.1492668,0,1
N,31.36272633,-516.3570065,0,0
P,-31.64173835,-101.1451239,1,0
M,18.17200115,-447.81288,0,1
P,-21.09280907,-128.5043938,0,0
M,31.24999219,-390.6403765,0,0
N,-12.17239998,-307.72192,0,1
N,19.5069792,-446.4755647,0,1
O,-5.83895414,110.4673422,0,1
P,-18.73425212,9.926364038,1,0
M,21.47318541,-329.3053365,0,1
P,19.7843335,-162.2785919,1,0
N,28.1682024,-412.2988965,0,0
M,-5.308319726,-196.5686038,0,1
M,7.009328906,-212.5075226,0,1
O,-19.3005911,88.22637932,0,1
N,23.98036444,-585.2557389,0,1
O,-8.939496594,168.1390822,0,1
O,-15.50731107,137.9152921,0,0
O,-8.19215912,-41.10313524,0,1
N,43.78921782,-463.8510538,0,1
N,21.84382004,-306.7771976,0,0
O,-8.891652223,283.8119296,0,0
N,1.099178536,-172.4012888,0,0
P,-20.84770316,-320.2227024,0,0
P,17.73232332,-71.53006507,1,1
N,10.78028317,-364.3970502,0,0
N,31.1319429,-363.5330886,0,0
N,12.3590827,-297.494475,0,1
O,-5.27482045,414.537622,0,0
M,21.41389307,-391.8625737,0,1
M,30.4177384,-506.9852159,0,1
O,-18.65855823,96.0175945,0,1
M,-12.14592292,-392.3787979,0,1
M,16.32739072,-365.0748989,0,0
M,5.310096661,-192.6048496,0,1
N,20.34360473,-276.751555,0,1
P,-7.484000787,68.9413179,1,0
P,4.04800902,-153.2789445,1,0
M,2.587462318,-85.61374923,0,1
M,23.22197848,-242.5644852,0,0
M,14.18276656,-268.7706281,0,0
N,26.24975734,-365.0121774,0,0
N,8.603561091,-528.2940584,0,1
N,0.671040571,57.09567461,0,0
M,21.71659933,-84.52257557,0,1
O,0.499893693,341.9368372,0,1
P,27.84052078,64.63133574,1,0
O,-16.266402,368.1837442,0,0
N,14.76846448,-212.5195694,0,1
M,2.380873573,-190.4432491,0,1
O,-2.113933739,268.8954582,0,0
N,11.6711242,-174.4129761,0,0
O,-5.547652928,390.7197171,0,0
O,-9.478563498,272.7771397,0,0
O,-15.46858572,61.77343196,0,1
M,11.0924541,-70.68552354,0,1
M,25.63783544,-410.522546,0,0
P,29.92296577,63.62716998,1,0
N,34.3059331,-378.8626625,0,0
O,-4.024099196,-87.85774067,0,1
N,14.66385337,-335.8482855,0,0
P,1.500598391,-75.96200566,0,0
M,23.18838724,-313.0241098,0,1
N,12.81101106,-186.7839839,0,1
O,-14.09331681,50.81627333,0,1
N,-4.739182745,-230.9608883,0,0
N,7.003701375,-454.5126608,1,0
O,-9.141588571,238.0654452,0,0
N,27.21160867,-384.8033807,0,0
N,19.57451847,-474.0821923,0,1
P,38.73539714,-264.0324247,1,1
P,4.583915367,-27.05463475,1,0
O,-18.41560655,282.9355816,0,1
N,20.31759936,-251.2904604,0,1
P,-3.463758329,132.0006373,0,0
N,10.14047555,-244.3065973,0,1
P,46.09350459,-58.3819788,1,1
P,25.81678531,-73.02937381,1,0
N,17.69037822,-189.9135121,0,0
O,-22.19893719,-65.39603775,0,1
N,39.78507513,-424.6915399,0,1
O,11.92665123,149.6267814,0,1
M,7.360659926,-192.4988393,0,1
N,11.56767079,-230.8321895,0,0
N,10.64453174,-552.2465271,0,0
O,-7.663415832,498.4428204,0,0
N,16.26593856,-90.84842657,0,0
N,29.292443,-271.5584493,0,1
P,-9.401952023,-226.6572623,1,0
M,16.79696695,-356.3489582,0,1
P,14.32356343,182.5765837,1,1
N,9.172404031,-102.5704635,0,1
O,-13.61497861,182.6633974,0,0
O,-13.43668914,367.300265,0,0
M,13.80373567,-221.5449885,0,1
O,-1.912518742,338.6248307,0,0
N,-1.617275501,-374.6657358,0,1
M,10.33138203,-203.7087392,0,1
P,10.91288206,72.36294775,0,0
M,9.715880433,-201.3771047,0,1
P,35.57098564,-9.195662343,0,0
O,-1.483021079,341.7079146,0,0
O,-14.77706379,186.0138815,0,1
N,24.49617563,-497.5290713,1,1
N,8.046067009,-129.9777022,0,0
M,19.14652833,-371.3106767,0,1
O,3.665621916,427.9032371,0,0
M,20.02276531,-307.8144323,0,0
P,-2.615777799,127.2982454,1,1
M,7.472266135,-467.9545879,0,0
M,13.24138686,-283.3502722,0,0
P,-10.39701339,87.43293722,1,0
N,17.3259274,-477.8759681,0,1
P,18.36115569,2.416567573,1,1
O,-16.35023227,65.7026388,0,1
O,-11.2770952,169.1029764,0,1
P,23.40395368,-126.9613214,1,0
O,-22.1328715,169.5411673,0,0
M,10.00556187,-304.1450204,0,1
M,2.724497896,-200.1024402,0,0
N,2.205820537,-504.3537108,0,1
P,-4.249818992,-146.129613,1,1
P,-10.60380959,-253.3626378,1,0
P,66.69131097,-153.8018398,1,1
N,22.32753862,-191.3639925,0,1
P,52.53807875,-359.7893693,1,1
P,48.81647835,-64.34972769,1,0
N,61.32623572,-537.9491381,0,0
N,29.82362339,-172.6970948,0,0
M,33.8221007,-412.8296781,0,1
N,6.418637567,-210.3288913,0,1
M,10.1209817,-278.0238128,0,1
M,10.7367691,-231.7369902,0,1
P,13.90661772,-62.98744281,0,0
N,21.48268962,-322.6146788,0,0
P,21.74787129,5.189861613,1,0
M,28.14152804,-284.0164135,0,1
P,-10.850281,-225.942147,0,0
P,26.89141531,16.30924617,1,1
N,17.69374458,-306.6200027,0,1
O,-8.270852976,261.6774897,0,0
O,-5.907087102,258.9699608,0,1
P,58.05786418,-128.3724201,1,1
P,15.95869748,-175.8103759,0,0
N,32.75617652,-232.168222,0,1
O,-25.08411765,130.7410209,0,0
P,10.36948786,-92.96596025,0,1
O,5.216341768,309.6247522,0,1
O,-5.738952412,-5.82540457,0,0
P,32.21294883,-181.2648607,1,0
O,-32.06838962,55.54176784,0,0
O,-13.82961813,170.0327027,0,1
P,-8.577244025,-87.39970242,1,0
M,29.48999319,-396.9151171,0,1
P,4.427664056,-189.6441907,1,1
O,-23.83587544,2.522798792,0,0
O,-20.19263972,93.53405247,0,1
N,4.391179994,-291.6362516,0,1
M,9.305092931,-166.4204266,0,0
O,-21.63158383,167.5338505,0,0
N,-0.375852237,-407.0126072,0,0
M,23.47410554,-362.9880801,0,1
M,21.37507834,-152.9275552,0,0
P,-6.84171944,-110.623092,1,1
O,-18.45187052,105.5599122,0,1
P,4.494734482,-139.6534809,0,0
P,2.441045299,94.09827531,1,0
P,39.3481194,-135.9454939,1,0
P,36.79251715,-76.09272878,0,1
O,-2.317318429,419.1203342,0,0
O,-16.91056016,178.7718102,0,0
P,-7.896621641,135.959051,0,0
P,15.01583712,-87.28242654,1,0
P,92.09228154,-45.97564556,1,1
O,-22.88695915,190.0069498,0,1
N,33.4138098,-283.2386776,0,1
P,18.41597141,21.28638787,1,1
P,-13.79468167,-52.34664446,1,0
M,10.49795212,-254.6214829,0,0
P,23.60861734,-146.0066764,1,1
P,38.06796493,-103.8357675,1,1
P,-8.254353444,-50.02959452,1,1
P,3.725539818,-216.3756388,1,1
P,72.53085303,-137.8909067,1,1
N,-14.35174482,-282.828535,0,0
N,35.63873905,-177.0481248,1,0
M,21.16761654,-63.10950477,0,0
P,27.06816726,-166.9000798,1,1
P,-32.65002247,-70.09134694,1,1
O,4.087202485,332.332501,0,0
O,6.433955971,294.2332317,0,1
N,30.3070651,-403.0476368,0,1
M,12.53587242,-374.5966475,0,0
M,5.260534043,-99.00089578,0,1
N,32.37658436,-603.5564169,1,0
O,0.818714691,13.22377998,0,0
N,17.6922624,-197.6097358,0,0
P,3.436150774,-401.8935325,1,0
N,16.84026562,-378.6499276,0,0
M,1.587348523,-109.9550723,0,1
N,24.30748912,-236.2691511,0,0
O,6.577466465,244.5432627,0,0
N,30.71586909,-528.7337488,0,0
P,5.039617356,41.26078304,1,0
P,33.46925989,44.02509545,1,0
O,-5.826469688,373.9941391,0,0
M,21.18654696,-195.0522363,0,0
N,29.76177564,-247.5318639,0,0
M,24.86884257,-280.8828198,0,1
P,2.003413187,-46.99769069,1,1
O,-5.532248893,199.9174032,0,1
P,-25.11672792,-314.0443365,0,1
P,-40.21864825,102.0036635,1,0
N,42.71027708,-326.6864576,0,0
P,34.56586858,-98.94015901,1,1
O,-10.08555595,321.8666215,0,1
M,33.72441006,-215.1021913,0,1
P,22.158892,-23.85974139,1,1
N,19.70382576,-259.7593514,0,1
P,6.739840548,-4.945629165,1,1
P,3.883073559,-5.205245274,1,1
N,10.95343631,-394.758697,0,1
N,30.95895254,-360.1211532,0,0
P,1.633163575,189.7576627,1,1
O,-9.512017895,304.8981988,0,0
M,8.550216054,-117.745575,0,0
N,11.16923784,-109.8437469,0,1
N,14.90381668,-455.5860448,0,0
P,10.3288705,-124.4593508,1,1
P,55.35030473,-180.5024388,1,1
O,-7.572262632,377.5963622,0,0
N,21.97900101,-266.7788159,0,0
O,-7.34674225,-69.49409853,0,1
M,20.93108284,-474.223171,0,0
N,14.23724371,-337.5453642,0,0
P,2.346063301,6.208910491,1,1
N,27.85057635,-427.8630024,0,0
M,19.78485484,-403.8234411,0,1
O,-3.845992227,323.3934306,0,1
N,30.23139252,-32.61905671,0,0
P,22.14373527,39.09517,1,1
M,15.24658357,-126.8909353,0,0
P,32.05619092,-274.3549142,1,0
O,-24.81477499,134.2356912,0,0
P,-13.91047887,292.7171445,0,0
M,34.2635492,-87.27900119,0,0
P,46.35347266,-219.6024962,0,0
O,-19.40893254,117.3587366,1,0
N,46.82136164,-292.0962232,0,0
O,4.904747012,452.0731485,0,0
O,-2.23426397,69.73745135,0,1
M,22.72442836,-277.1698363,0,1
M,37.68875456,-266.8118411,0,0
M,21.71602635,-463.4464353,0,1
P,39.5491594,62.02929342,1,0
N,16.10129331,-392.0653616,0,0
N,20.79418314,-394.4568498,0,0
N,18.96391737,-557.9438557,0,1
M,17.47772341,-175.6070006,0,0
O,-10.02475127,33.32670968,0,0
N,39.58586914,-335.2648071,0,1
M,20.91207234,-314.5561228,0,0
N,24.04294271,-318.0357173,0,0
N,32.06114682,-114.4928114,0,1
N,12.37176323,-309.7820916,0,1
M,14.32725819,-220.2009689,0,0
N,27.76622928,-180.7306044,1,1
O,-30.36394552,250.0785504,0,1
O,-6.300457027,261.9340851,0,0
N,15.11975436,-161.6163325,0,0
O,-16.37476971,152.1525786,0,0
N,55.06418391,-487.9059929,0,0
O,-17.74686708,158.2877896,0,0
M,15.08714029,-53.42461994,0,0
P,10.40350256,-109.3967335,1,1
M,24.10063714,-510.3861236,0,0
O,-3.354175619,-14.47067588,0,1
N,16.78560848,-350.0575586,0,0
N,19.66087328,-359.6989348,0,0
M,4.016522601,-155.4212934,0,0
N,6.254497991,-184.6642146,0,1
N,34.82909539,-528.6666036,0,0
M,17.74889756,-298.0870501,0,1
P,-0.666600356,94.82058736,1,1
O,-14.08887302,192.3496363,0,0
P,-2.382730996,14.80517497,1,1
N,19.71474645,-223.4925545,0,0
N,31.91910357,-375.5810195,0,1
M,34.84299954,-250.7607078,0,1
P,0.082365779,33.11258172,1,0
O,-8.476596904,334.2676336,0,1
P,8.995897995,72.72760699,0,0
O,-25.81082165,165.8272441,0,0
P,1.85213579,32.04482616,0,0
M,19.99554254,-240.5003578,0,0
M,13.73789525,-263.4092973,0,0
N,7.528508844,-463.2822651,0,0
M,25.69833526,-293.8492909,0,0
N,18.92034688,-285.4456513,0,1
P,26.33503107,65.11889492,1,1
O,-3.021913558,296.8639129,0,1
N,31.0485859,-412.8276851,0,1
M,27.58707289,-306.9713709,0,1
M,-5.99002631,-95.88940727,0,1
M,5.843373955,-177.7592303,0,0
P,23.36755667,154.3940306,0,0
P,1.195054016,-187.3307322,1,0
O,3.188149914,399.4028631,0,0
O,7.145561378,236.5381612,0,0
O,-12.33129396,67.86464949,0,1
M,30.28114839,-240.6856322,0,1
P,16.70839397,-277.2159045,1,1
P,28.38835844,-47.55722974,1,0
M,33.0598793,-569.1170372,0,1
M,0.712298322,-243.2399642,0,0
N,28.18349448,-141.7530533,0,0
M,-1.928257418,-151.1836017,0,1
N,3.523648105,-275.3760737,0,0
O,-13.32096388,45.21208564,0,1
N,22.69477028,-433.5794307,0,1
M,26.13028346,-494.3168308,0,0
N,18.61072305,-366.5500161,0,0
N,22.88002907,-298.0148714,0,0
N,12.86271532,-218.0850615,1,0
P,12.14743748,-181.1815638,0,1
M,-10.59733693,-92.78499548,0,1
N,-8.252901731,0.008073206,0,0
N,45.64277401,-389.4198575,0,1
N,30.07497759,-260.3974057,0,1
N,-3.68108597,-342.248025,0,0
N,17.29447845,-272.86514,0,1
O,-7.465668712,265.3787251,0,0
O,-15.70427956,102.2236674,0,0
P,-3.037329379,44.42543324,1,1
O,8.979051918,109.5670187,0,0
N,60.81811327,-505.3228807,0,0
N,-3.958732542,-355.5582957,0,1
N,8.097218985,-193.0596347,0,1
O,-14.72188645,142.3726899,0,1
N,52.01028515,-459.7573833,0,0
P,24.03133255,-97.43986232,1,1
O,-23.93166547,8.270603298,0,1
M,12.09247249,-118.5519358,0,0
N,8.739265683,-151.6842568,0,0
O,-31.19452321,188.6146229,0,1
N,29.45472563,-206.0980342,0,0
O,-23.63472287,247.6848407,0,1
O,-7.87870165,485.4842054,0,0
M,33.02733604,65.54572442,0,1
M,8.447936272,-370.3887252,0,1
N,28.7027374,-321.748033,0,0
O,-16.29396751,118.785994,0,0
M,24.28140339,-314.3754456,0,1
N,23.38277123,-477.2337521,0,0
P,21.37625428,-0.594816942,0,1
P,16.36873514,-332.6909025,1,0
M,17.0302554,-335.7199096,0,1
P,5.888394261,-36.44128532,1,1
O,-28.79929685,110.1835756,0,0
M,17.28398234,-247.1814752,0,1
O,-4.30343181,230.4432572,0,0
P,39.4862185,-255.0661889,1,0
N,16.28735043,-362.9460614,1,1
N,41.29898273,-238.2914398,0,1
M,16.91633417,-236.6265629,0,0
N,11.40333942,-177.6853744,0,0
O,-5.219217094,47.43872255,0,1
O,-11.54063811,295.5376297,0,0
M,23.06448078,-288.0598042,0,1
O,-20.91330297,317.7362929,0,1
O,-5.118283634,172.4099683,0,0
N,6.116496594,-105.2005869,0,1
O,-3.010489868,339.4127424,0,1
N,-12.65622383,-255.5138087,0,0
P,38.69817909,-215.8308036,1,1
M,33.91600972,-598.8818046,0,0
P,32.96155301,73.27120966,1,1
O,-5.316042259,448.7600436,0,1
P,-6.61112869,-122.6761354,1,0
N,32.1924143,-640.1044138,0,1
P,2.54831496,-184.6282586,1,1
N,-8.906799673,-46.06095169,1,0
P,13.81362575,118.9252284,1,1
P,13.18462779,78.857994,1,1
O,-12.49566571,452.7863361,0,0
N,6.266524323,-123.3160912,0,0
N,28.96474773,-217.8179931,0,1
M,8.408081054,-301.3443673,0,0
M,29.44764427,-601.9083238,0,1
M,21.99096478,-246.6435664,0,1
M,17.99483582,-215.3596793,0,1
N,29.79959408,-315.0305192,0,0
P,-10.25920619,-100.0371827,0,1
N,7.597275788,123.3691639,0,1
N,36.95465393,-344.7676708,0,1
M,22.59674758,-532.0647808,0,1
M,17.35721419,-65.03520369,0,1
M,12.61253838,-180.0911375,0,0
O,-13.98584065,70.49700696,0,1
M,-1.57674151,-218.7277813,0,0
P,22.65865472,-24.16818683,1,1
M,17.24819402,-383.218229,1,1
P,3.786411796,-13.66124266,1,0
M,38.86773436,-451.8669506,0,1
M,32.17677699,-167.5950528,0,1
O,-8.304846928,88.88830491,0,1
P,-31.62149694,-12.57498335,1,1
P,14.07110882,-133.688271,1,0
O,-6.239386012,234.1496617,0,0
P,15.36029604,-323.5349269,0,0
N,3.507205516,-149.9596046,0,1
P,35.12776825,34.23834675,1,0
N,21.05141541,-265.0397302,0,1
O,0.154331468,290.6677574,0,1
M,12.85155252,-136.9608561,1,1
O,-19.4090277,-52.42378221,0,0
O,-20.38649707,146.9859521,0,0
P,1.047385156,208.08666,0,0
M,32.83712634,-344.8135391,0,1
M,39.77199479,-287.114279,1,1
P,-3.598574047,-7.14547027,1,0
N,4.34583056,-257.8064396,0,1
M,27.05519569,-170.6981706,0,0
M,41.48328578,-390.489692,0,0
O,-16.80720631,398.8536794,0,0
M,30.34592038,-338.7613565,0,1
M,33.84019394,-457.2730277,0,1
M,5.026318768,-409.5663647,0,0
O,-26.19264756,26.41021139,0,1
N,18.74120654,-203.4527171,0,1
M,-1.208348177,-398.9527135,0,1
P,36.13518539,-77.13286338,0,0
M,16.21308614,-307.545669,0,0
P,45.60327601,-265.6079192,0,0
O,11.24210896,351.5734086,0,0
M,8.426202338,-205.0455756,0,0
M,15.94743498,-174.7049467,0,1
P,-3.225106973,165.9185556,1,0
O,-14.73887549,169.3575489,0,0
P,2.58632702,-87.28827682,1,1
O,-25.11998581,143.5457399,0,1
O,-12.67400671,116.2050436,0,1
O,-10.26181112,394.9938129,0,1
P,-14.86184352,-214.3038468,0,1
O,6.06237686,73.1415082,0,0
M,9.657233766,-299.6802376,0,0
P,1.223226257,263.3633825,0,0
P,6.36008909,30.79457938,1,1
O,-4.28531743,208.3754659,0,1
M,20.9554786,-254.8873946,0,1
P,45.47357164,-1.940942978,1,1
N,2.397087767,-205.2408036,0,0
O,-22.82942735,80.74973756,0,0
M,9.381027112,-250.2948607,0,0
O,-26.23408083,361.3528297,0,0
O,-7.492378093,88.81658665,0,0
O,-19.10195657,314.2563192,0,0
M,22.15682042,-168.4181158,0,0
M,0.691470198,-248.0816261,0,0
O,-7.325131621,285.9583493,0,1
O,-19.1885207,235.9639006,0,0
M,18.45042491,-290.4174804,0,0
N,-11.23481427,-139.2871487,0,0
P,21.73761151,-7.477920857,1,1
N,30.17482788,0.098022151,0,1
P,-11.33487871,272.2671246,0,1
P,23.50409225,-85.53558853,0,0
M,12.30227923,-105.1240034,0,0
P,51.8587174,33.55680177,0,0
O,-12.99283163,201.9596585,0,0
P,-4.566419922,-160.2013744,1,1
M,12.64874512,-194.6987356,0,0
O,-1.505315664,117.3448054,0,1
P,-15.04600495,-224.6218645,1,1
N,34.47759851,-488.4976227,0,1
M,18.63314948,-548.4809696,0,1
M,13.93771755,-298.3163053,0,0
M,25.02986615,-417.4820005,0,0
P,8.965211006,13.29705643,1,0
N,-2.489051427,-245.097,0,1
M,14.06095211,-223.3809302,1,0
M,17.78808953,-360.7631877,0,0
M,-10.91223527,-186.3320359,0,0
M,33.54811884,-374.9799439,0,1
P,7.482836468,9.934000161,1,1
P,-22.02273237,4.899839591,1,1
P,-14.68783378,67.99603473,1,0
N,0.210796235,-36.23282619,0,1
M,17.365469,-289.8152572,0,1
O,-14.73061312,55.8296596,0,0
M,11.42083625,-11.11239611,0,1
M,21.33349286,-300.4703184,0,0
O,-20.65686952,252.2610158,0,1
P,37.34486211,164.9018173,0,1
N,-7.313708296,-73.58824211,0,0
M,16.13293816,-418.0108057,0,0
O,-21.72379386,12.21281799,0,0
O,-3.911091988,459.6403049,0,0
M,19.73231402,-242.7161303,0,0
N,40.66085703,-150.9586246,0,1
O,-4.827700478,404.6258281,0,0
P,44.37657349,-74.96046379,1,1
O,-2.424122952,283.6340936,0,0
M,25.86194402,-239.7071887,0,1
O,-5.990641633,244.0196851,0,1
O,-25.28796486,-96.48550212,1,1
N,15.10608396,-500.4057305,0,0
N,18.92325228,-452.6824785,0,0
N,4.560271763,-207.9343431,0,1
P,-11.68455804,-242.3092035,0,0
O,-26.05953332,-264.6890629,0,0
M,1.434003521,-153.3335333,0,1
N,8.334139267,-304.3172129,0,0
M,4.507531069,-273.7542764,0,1
M,10.75134002,-341.6689204,0,1
O,0.718024693,78.79721921,0,1
P,-15.18374896,-186.7960119,1,1
P,46.91572126,-166.8573719,1,1
N,16.5498949,-151.5720769,0,0
O,2.019133169,421.2700215,0,0
N,17.12023492,-54.23155166,0,1
O,-19.82804806,231.205427,0,1
M,20.71888972,-238.3953308,0,1
O,-12.44638676,218.3092978,0,1
O,-19.48535469,114.290229,0,0
P,-5.636072522,-53.78012236,1,1
N,30.07997231,-311.5672599,0,0
M,37.24213439,-426.1259495,0,1
N,7.412436561,-285.6948859,0,1
O,-11.84243735,-1.680145165,1,1
N,31.75416457,-184.7000605,0,0
O,-4.322303763,169.7547075,0,1
P,-12.5943025,61.80567339,1,1
N,38.14068842,-433.581244,0,1
N,-12.08928081,-114.6330622,0,1
O,5.492226122,-8.14309192,0,1
O,-14.00118395,273.1600615,0,1
O,-12.18526015,194.8744258,0,0
M,19.89999971,-21.45042833,0,0
M,40.33956589,-128.7809202,0,1
P,-26.20785285,-116.5833497,1,1
N,26.67279654,-47.65086022,0,0
O,-13.01015548,270.0360429,0,1
N,31.83049129,-301.9900054,0,0
M,15.05963531,134.342012,0,0
P,42.35394705,-90.86187791,1,1
M,12.02297701,-270.5171295,0,1
N,13.28749406,-434.15235,0,0
M,31.10613434,-529.8022185,0,0
N,19.10153675,-321.8107112,0,1
M,10.3097958,-106.1912646,0,0
P,49.0418293,-11.16204202,0,0
M,6.481424742,-169.6044059,0,0
M,11.59344572,-238.9059096,0,0
O,-13.72770061,134.3407398,0,0
M,29.34760208,-561.8759305,0,0
M,25.17427576,-412.1806186,0,1
N,22.65088328,-255.0182067,1,1
O,-11.62896454,198.168706,0,1
M,32.7423831,-323.8911574,0,1
O,-7.805086989,128.8927461,0,1
N,18.14826651,-127.0483422,0,0
N,14.19054418,-274.332863,1,0
N,23.61683353,-393.0111595,0,1
P,31.49559928,-29.97765235,1,0
P,19.41753527,-0.855518438,1,1
M,11.10091248,-349.9897362,0,0
M,12.2959413,-376.97306,0,0
N,-12.73930272,-273.3631543,0,1
P,8.074149388,-13.21094775,1,0
M,19.12125193,-32.45789883,0,1
N,5.363725693,-437.0765857,0,1
M,25.26300151,-273.548715,0,1
N,9.057781527,-362.6086079,0,0
P,-21.04677639,153.7575434,0,0
M,20.83765798,-183.1472641,0,1
M,17.63854248,-235.4422843,0,1
P,37.55482734,-240.4427154,0,0
N,27.5988143,-89.83932434,0,1
N,18.6564074,-353.9717995,0,0
M,22.18975927,-306.1256483,0,1
N,8.410515027,-220.9717422,0,1
O,1.676698149,288.7371051,0,1
O,1.928842212,502.9252445,0,0
M,27.30599838,-200.1402348,0,0
N,1.548630981,-163.7431192,0,1
N,14.61427739,-454.2028227,0,0
O,-25.95934418,20.3365383,0,0
O,-12.21776299,181.612113,0,0
P,6.273926299,-202.7753041,0,0
O,16.06187567,223.0746491,1,0
O,-18.50468154,39.70041591,0,1
P,12.61782114,58.36101084,0,1
M,31.64925918,-538.3570525,0,1
O,-8.355982883,144.1659005,0,0
M,19.75768793,-165.8141861,0,0
P,-50.9108497,-117.4022187,1,0
N,11.64561156,-287.8425801,0,1
N,12.34384232,-151.854466,0,1
O,-14.10322427,329.0169325,0,0
M,16.42332481,-142.1551291,0,1
P,52.79561041,-30.98296993,1,1
M,22.54982026,-232.1096958,0,0
P,-0.168725234,-242.8033971,0,0
O,6.17202443,578.2280895,0,1
M,29.55052663,-546.7509479,0,0
O,-7.910156716,151.0090046,0,0
P,9.451205423,-220.9889307,1,0
O,0.340789823,215.6302102,0,0
N,14.22944022,-657.8642616,0,1
O,-16.45320553,186.5021173,0,0
P,20.35615178,-175.6130991,1,0
P,-16.40945744,-205.338772,1,1
N,-1.584308873,-143.0866474,0,0
O,-21.44538769,-25.60867846,0,1
M,38.45211259,-458.7101609,0,0
N,-16.938316,-191.4912406,1,0
P,0.677101427,-26.44497067,1,1
O,0.175725573,306.1086934,0,1
N,16.28521513,-378.5867506,0,0
P,-6.147163275,-28.08635686,0,1
M,29.16364946,-264.5490668,0,1
M,36.55541928,-308.7834505,0,0
M,17.61063801,-194.2649716,0,1
P,39.16326592,48.18944051,1,0
N,12.02884047,-373.9641632,0,1
O,-15.2362565,137.5965057,0,1
P,9.960813009,-210.2544888,0,0
N,3.386792339,-193.6553916,0,0
M,20.36119663,-382.4369461,0,0
M,30.95223544,-542.9320913,0,0
P,7.81706477,-42.60087013,0,1
P,-15.47031977,-197.4194618,1,0
P,17.41137874,-59.37871359,0,1
P,23.54850084,-275.1546474,0,0
M,15.60924399,-217.6215025,0,0
N,53.72515657,-347.5548516,0,0
P,25.74535039,-133.7730104,1,1
N,38.63631871,-284.5375277,0,0
N,22.87665238,-340.9790907,0,0
N,29.11253223,-286.0404561,0,1
P,-51.85328149,-276.787447,0,1
M,12.19747744,-367.9793887,0,0
N,-1.425274978,-353.0597987,0,1
P,41.65533837,101.8047224,0,0
O,-10.89112745,105.4487394,0,0
M,4.460370833,-148.8360552,0,0
N,7.048036115,-488.8798292,0,0
P,38.78561287,127.103469,1,0
M,17.46135351,-360.4082237,0,0
P,32.37562111,-40.36936771,1,0
P,32.43819973,-3.279626513,1,0
P,34.66820027,-171.3297353,1,0
N,30.40030932,-204.9620509,0,1
O,-29.11293807,75.73207326,0,0
M,28.32533988,-381.9431936,0,0
P,-26.35224909,34.64137289,0,0
N,4.079339638,-217.3884912,0,1
O,-2.490593029,336.6225986,0,0
N,10.45296833,-473.7055063,0,0
O,-17.70594918,290.2628137,0,1
N,46.30961367,-241.6592417,0,0
P,44.85366237,-392.9719381,1,1
P,2.922969326,-405.0240058,1,0
O,-21.84824778,231.0424285,0,1
M,19.95925715,-435.1633166,0,0
N,27.32103122,-286.8869458,0,1
P,10.12967287,-90.14279025,1,1
P,-14.1075176,-27.2160598,1,1
N,-9.752231738,-178.0936726,0,1
O,-2.307572939,431.2919796,0,0
P,-7.594404432,-253.6549269,0,1
O,-4.243003906,79.65158853,0,0
P,-11.57902894,-194.0790484,1,0
P,-0.240629917,100.4176501,0,0
P,-27.64465681,-4.296948579,1,0
P,31.2842556,-69.48061682,1,0
M,32.48042469,-301.3932348,0,1
P,-24.03009647,-143.8711214,0,1
M,2.005671641,19.62631724,0,1
P,-1.043232553,-349.2181661,0,1
O,-1.594758485,203.4961904,0,1
N,-7.053850336,-78.40748879,0,0
O,-30.7952762,-56.14824458,0,1
M,4.449586978,-161.3516962,0,0
M,15.77802346,-313.894764,0,0
M,30.46220801,-332.4252496,0,1
O,-19.19138997,274.2162198,0,0
M,29.57985259,-199.3622736,0,1
N,2.834839306,-85.26101941,0,1
N,48.67981015,-682.2617946,0,0
N,27.693849,-306.3026326,0,1
P,3.573659168,-210.077523,1,0
M,0.233989164,-100.5209485,0,1
M,10.08140484,-388.5551081,0,1
N,15.31379971,-163.3389572,0,1
O,-2.987098531,508.853371,0,0
P,2.630567116,-58.72377249,1,1
M,18.22093839,-196.4901551,0,0
N,-3.058845568,-220.419945,0,1
O,-13.00748701,83.28579616,0,1
P,18.8436755,-57.42648829,1,1
O,-11.80468065,124.3739177,0,0
N,18.89730969,-248.0517883,0,0
